setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
setosa,7.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,112.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,112.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
versicolor,99.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,99.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,99.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,99.0
virginica,99.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
virginica,112.0
